name,score,comments,address,description
NEW!! Less than 1min to Namba sta(11-1),,,大阪【难波】 – 显示在地图上,"NEW!! Less than 1min to Namba sta（11-1）公寓位于大阪（Osaka）的心斋桥、南波和四桥区（Shinsaibashi, Namba,..."
Residence Namba East,,,"中央区, 大阪【道顿堀】 – 显示在地图上","Situated 1.2 km from Glico Man Sign, Residence Namba East offers air-conditioned accommodation with..."
Prince space Tanimachi（谷町普林斯斯佩西公寓）,9.3,33条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上",Prince space Tanimachi公寓位于大阪（Osaka），距离四天王寺（Shitennoji）不到1.
Grandouce Sejour（一流公寓）,6.6,8条住客点评,大阪【南部地区】 – 显示在地图上,Located 1.5 km from Tsutenkaku and 1.
Platinum（铂金酒店）,6.9,47条住客点评,大阪【南部地区】 – 显示在地图上,Platinum酒店位于大阪（Osaka）市中心，距离Nippombashi火车站仅有8分钟的步行路程，距离Tanimachi...
Sunrise Apartment in Osaka KY-201,,,"中央区, 大阪【南部地区】 – 显示在地图上","Sunrise Apartment in Osaka KY-201 in Osaka features accommodation with free WiFi, 1."
Namba_Daikoku_DAR0001B,7.6,7条住客点评,大阪【南部地区】 – 显示在地图上,"Namba_Daikoku_DAR0001B enjoys a location in Osaka, just 1.4 km from Tsutenkaku and 1."
Namba High class residence #12,,,大阪【难波】 – 显示在地图上,"Offering free WiFi and city views, Namba High class residence #12 is an accommodation located in..."
Hotel Hills（希尔斯酒店）,6.5,115条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上",Hotel Hills酒店位于大阪（Osaka）的中央区（Chuo Ward），距离Namba CITY购物商场1.
Ogu's Apartment in Dotombori（道顿堀浆果公寓）,8.9,42条住客点评,"中央区, 大阪【道顿堀】 – 显示在地图上",Ogu's Apartment in Dotombori公寓位于大阪府地区（Osaka Prefecture）的大阪，配有阳台，并可应事先预约提供WiFi。...
Apartment in Nipponbashi 402,,,"中央区, 大阪【南部地区】 – 显示在地图上",Apartment in Nipponbashi 402公寓位于大阪，距离难波城购物中心700米，距离格力高人形广告牌800米。 空调公寓提供厨房和电视。 Apartment in...
Apartment in Nipponbashi 403,,,"中央区, 大阪【南部地区】 – 显示在地图上","Apartment in Nipponbashi 403 enjoys a location in Osaka, just 1."
Rakuten STAY HOSTEL Art cafe＆Mixed / Vacation STAY 1895,9.1,5条住客点评,"中央区, 大阪【心斋桥】 – 显示在地图上",Rakuten STAY HOSTEL Art cafe＆Mixed / Vacation STAY 1895酒店位于大阪，距离乐高广告牌（Glico Man Sign）不到1.
Apartment in Shimanouchi 521（岛之内521公寓）,,,"中央区, 大阪【南部地区】 – 显示在地图上",Apartment in Shimanouchi 521公寓位于大阪（Osaka），距离格力高广告牌（Glico Man Sign）800米，距离难波城（Namba CITY）购物中心1.
Apartment in Kozu 403,,,"中央区, 大阪【南部地区】 – 显示在地图上",Apartment in Kozu 403公寓位于大阪（Osaka），地理位置优越，距离Namba CITY购物中心仅有800米，距离格力高广告牌（Glico Man...
M Room（M客房公寓）,,,"中央区, 大阪【道顿堀】 – 显示在地图上","Situated in Osaka in the Osaka Prefecture region, M Room features a terrace."
Apartment in Naniwa #2,,,大阪【南部地区】 – 显示在地图上,"Located in Osaka in the Osaka Prefecture region, Apartment in Naniwa #2 is a 2-star property..."
Retour Faire (Adult Only)（轮回情趣酒店（仅限成人））,6.3,47条住客点评,大阪【难波】 – 显示在地图上,Retour Faire（Adult Only）情趣酒店位于大阪（Osaka），提供带免费WiFi的住宿，地理位置优越，距离格力高广告牌（Glico Man...
Hostel Yu - Luxury Mixed Dormitory -,9.7,7条住客点评,"中央区, 大阪【心斋桥】 – 显示在地图上",Hostel Yu - Luxury Mixed Dormitory旅馆于2018年开业，距离心斋桥站（Shinsaibashi...
Apartment in Shimanouchi 654（中央区654号公寓）,6.4,9条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上",Apartment in Chuo District 496654公寓坐落在大阪，距离格力高广告牌（Glico Man Sign）有800米，距离难波城（Namba CITY）购物中心有1.
TOP 1 NIPPON BASHI / Vacation STAY 934,,,"中央区, 大阪【道顿堀】 – 显示在地图上","Set in the Chuo Ward district of Osaka, just 1."
Apartment in Osaka 1357,,,大阪【难波】 – 显示在地图上,"Apartment in Osaka 1357 has a balcony and is located in Osaka, within just 500 metres of Namba CITY..."
2 min to Nipponbashi Sta.!Near Dotonbori!(206-13),,,"中央区, 大阪【南部地区】 – 显示在地图上","2 min to Nipponbashi Sta.!Near Dotonbori!(206-13) is located in Osaka, 1."
Namba_Dotonbori_DOR0067B,,,"中央区, 大阪【南部地区】 – 显示在地图上","Situated in Osaka, 1.4 km from Glico Man Sign, Namba_Dotonbori_DOR0067B provides a living room with..."
Namba central Large room MY3,,,大阪【难波】 – 显示在地图上,"Namba central Large room MY3 is set in Osaka, less than 1 km from Namba CITY shopping mall, a..."
Namba_Kuromon_KMR0014B,,,大阪【南部地区】 – 显示在地图上,"Situated in Osaka, within 1 km of Namba CITY shopping mall, Namba_Kuromon_KMR0014B offers..."
Grampus Inn Osaka（大阪鲸酒店）,7.4,905条住客点评,大阪【难波】 – 显示在地图上,Grampus Inn Osaka旅馆距离热闹的道顿堀（Dotonbori）和心斋桥（Shinsaibashi）有10分钟的步行路程，提供带付费电影和私人浴室的空调客房...
Namba_Dotonbori_DOR0059B,,,"中央区, 大阪【南部地区】 – 显示在地图上","Set in Osaka, Namba_Dotonbori_DOR0059B features air-conditioned accommodation with a balcony and..."
Apartment in Shimanouchi 704（岛之内704公寓）,,,"中央区, 大阪【南部地区】 – 显示在地图上",Apartment in Shimanouchi 704公寓位于大阪（Osaka），距离格力高广告牌（Glico Man Sign）800米。 公寓配有厨房。 Apartment in...
Hotel Sen (Adult Only),8.3,69条住客点评,"中央区, 大阪【道顿堀】 – 显示在地图上",Hotel Dress (Adult Only)情趣酒店坐落在大阪市（Osaka），提供住宿。这家情趣酒店位于中央区（Chuo Ward）区，地理位置优越，距离格力高广告牌（Glico Man...
Kuromon Apartment（黑门公寓）,6.2,9条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上","Set in the Chuo Ward district of Osaka, just 1."
Apartment in Shimanouchi 601（岛之内601公寓）,,,"中央区, 大阪【南部地区】 – 显示在地图上",Apartment in Shimanouchi 601公寓位于大阪（Osaka），提供公寓，距离格力高广告牌（Glico Man Sign）800米，距离难波城（Namba CITY）购物中心1.
Namba_Kuromon_KMR0002B,,,"中央区, 大阪【南部地区】 – 显示在地图上","Namba_Kuromon_KMR0002B in Osaka features accommodation with free WiFi, 1."
Apartment in Shimanouchi 604（岛之内604号公寓 ）,,,"中央区, 大阪【南部地区】 – 显示在地图上",Apartment in Shimanouchi 604公寓位于大阪（Osaka），提供厨房，距离格力高人形广告牌（Glico Man Sign）800米，距离难波城（Namba...
Apartment in Shimanouchi 205（岛之内205号公寓）,,,"中央区, 大阪【南部地区】 – 显示在地图上",Apartment in Shimanouchi 205公寓位于大阪（Osaka），距离格力高广告牌（Glico Man Sign）800米，距离难波城（Namba CITY）购物中心1.
Apartment in Shimanouchi 703（岛之内703公寓）,,,"中央区, 大阪【南部地区】 – 显示在地图上",Apartment in Shimanouchi 703公寓位于大阪，配有空调，距离格力高人形广告牌（Glico Man Sign）不到800米，距离难波城（Namba CITY）购物中心1.
SJ Apartment Osaka Namba A（大阪难波A号SJ公寓）,7.8,40条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上",这间空调公寓位于大阪（Osaka），设有阳台和平板电视。公寓享有城市景致，距离格力高人型广告牌（Glico Man Sign）800米。所有客房均提供免费WiFi。公寓设有厨房。 SJ...
Namba_Daikoku_DAR0007B,,,大阪【南部地区】 – 显示在地图上,"Situated 1.6 km from Tsutenkaku, Namba_Daikoku_DAR0007B is set in Shinsaibashi, Namba, Yotsubashi of..."
CC Apartment in Naniwa 002,7.1,5条住客点评,大阪【南部地区】 – 显示在地图上,"Set in Osaka, 1 km from Namba CITY shopping mall and 1."
Hotel Mobius 54-9,,,大阪【难波】 – 显示在地图上,"Located in Osaka, Hotel Mobius 54-9 offers air-conditioned accommodation with a balcony and free..."
Seruju Asahi（赛鲁聚朝日公寓）,,,大阪【南部地区】 – 显示在地图上,Seruju Asahi公寓距离Daikokucho Station车站有7分钟的步行路程，提供高速WiFi和便携式WiFi路由器，客人可以在入住期间租用。公寓提供5间卧室...
Apartment in Tennoji TG-301,,,大阪【南部地区】 – 显示在地图上,"Located 1.3 km from Shitennoji, Apartment in Tennoji TG-301 is set in Uehommachi, Tennoji, Southern..."
Apartment in Shimanouchi 526249（岛之内526249公寓）,,,"中央区, 大阪【南部地区】 – 显示在地图上",Apartment in Shimanouchi 526249公寓位于大阪（Osaka），距离格力高广告牌（Glico Man Sign）仅800米，距离难波城（Namba CITY）购物中心1.
Apartment in Nipponbashi 511487（日本桥601号奥斯黛公寓）,,,"中央区, 大阪【南部地区】 – 显示在地图上",Apartment in Nipponbashi 601公寓位于大阪（Osaka），距离难波城（Namba CITY）购物中心700米，距离格力高广告牌（Glico Man...
Business Inn Namba（难波商务酒店）,6.4,164条住客点评,大阪【难波】 – 显示在地图上,Business Inn酒店距离难波站（Namba Station）、道顿堀（Dotonbori ）购物街以及法善寺（Hozen-ji...
Near Namba hinsaibashi Dotonbori 3BR2,,,"中央区, 大阪【心斋桥】 – 显示在地图上","Situated in Osaka, just 1.7 km from Glico Man Sign, Near Namba hinsaibashi Dotonbori 3BR2 offers..."
Apartment in Shimanouchi 204,,,"中央区, 大阪【南部地区】 – 显示在地图上",Apartment in Shimanouchi 204公寓位于大阪（Osaka），距离格力高广告牌（Glico Man Sign）800米，距离难波城（Namba CITY）购物中心1.
Apartment in Shimanouchi 304（岛之内304号公寓）,,,"中央区, 大阪【南部地区】 – 显示在地图上",Apartment in Shimanouchi 304公寓位于大阪市（Osaka），距离格力高广告牌（Glico Man Sign）仅800米，距离难波城（Namba CITY）购物中心1.
日本桥民宿701 三人起接单！心斋桥 难波 道顿堀 日本桥 黑门市场 日式豪华公寓75平3房一厅,,,"中央区, 大阪【南部地区】 – 显示在地图上",日本桥民宿701 三人起接单！心斋桥 难波 道顿堀 日本桥 黑门市场 日式豪华公寓75平3房一厅 features air-conditioned rooms with flat-screen TV...
Apartment in Shimanouchi 526246,,,"中央区, 大阪【南部地区】 – 显示在地图上",Apartment in Shimanouchi 526246公寓位于大阪（Osaka），提供带免费WiFi的住宿，距离格力高广告牌（Glico Man Sign）800米，距离难波城（Namba...
Namba Alpha (Adult Only)（难波阿尔法情趣酒店（仅限成人））,6.6,60条住客点评,大阪【难波】 – 显示在地图上,"Namba Alpha (Adult Only)情趣酒店位于大阪（Osaka）心斋桥·难波·四桥（Shinsaibashi, Namba, Yotsubashi）区，距离格力高广告牌（Glico..."
T5 Apartment in Nipponbashi（日本桥T5公寓）,,,"中央区, 大阪【南部地区】 – 显示在地图上",T5 Apartment in Nipponbashi公寓位于大阪（Osaka），距离Namba CITY购物中心500米，距离格力高广告牌（Glico Man...
Hotel Replace Namba Osaka,,,"中央区, 大阪【南部地区】 – 显示在地图上",Hotel Replace Namba Osaka offers free WiFi and rooms with air conditioning in Osaka.
Namba_Kuromon_KMR0018B,,,大阪【南部地区】 – 显示在地图上,"Located in Osaka, 1 km from Namba CITY shopping mall and 1."
Namba_Dotonbori_DOR0053B,,,"中央区, 大阪【南部地区】 – 显示在地图上",Situated 1.3 km from Namba CITY shopping mall and 1.
Hotel Naniwa Shimanouchi（岛之内浪花酒店）,8.4,"1,146条住客点评","中央区, 大阪【道顿堀】 – 显示在地图上",Hotel Naniwa Shimanouchi酒店距离道顿堀（Dotonbori）有3分钟的步行路程，距离日本桥地铁站（Nipponbashi）地铁站6号出口有6分钟的步行路程...
黒門市場 難波 日本橋 星ノ宿,,,"中央区, 大阪【心斋桥】 – 显示在地图上",黒門市場 難波 日本橋 星ノ宿 is a property set in Osaka near Glico Man Sign.
ibis Styles Osaka Namba（宜必思尚品大阪酒店）,7.9,"3,067条住客点评","中央区, 大阪【道顿堀】 – 显示在地图上",Ibis Styles Osaka酒店位于热门的道顿堀（Dotonbori）购物街的中间，提供配有深色木质家具的客房、免费WiFi和私人停车场，距离附近的南海难波站（Nankai Namba...
Apartment in Shimanouchi 505（岛之内505号公寓）,,,"中央区, 大阪【南部地区】 – 显示在地图上",这间公寓位于大阪（Osaka），距离格力高人形广告牌（Glico Man Sign）800米，距离难波城（Namba CITY）购物中心1.
Apartment in Shinsaibashisuji 691（心斋桥691号公寓）,,,"中央区, 大阪【心斋桥】 – 显示在地图上",Apartment in Shinsaibashisuji 691公寓位于大阪（Osaka），距离Glico Man Sign有600米，距离难波城（Namba CITY）购物中心有1.
Apartment in Shimanouchi 526247,,,"中央区, 大阪【南部地区】 – 显示在地图上",Apartment in Shimanouchi 526247公寓位于大阪（Osaka），距离格力高广告牌（Glico Man Sign）仅800米，距离难波城（Namba CITY）购物中心1.
Hotel Kanade Osaka Namba（大阪难波奏酒店）,8.3,"1,690条住客点评",大阪【难波】 – 显示在地图上,Hotel Kanade酒店距离难波站（Namba Station）仅有3分钟步行路程，距离难波城（Namba...
Namba_Daikoku_DAR0021B,,,大阪【南部地区】 – 显示在地图上,"Set 1.6 km from Tsutenkaku and 1.7 km from Shinsekai in Osaka, Namba_Daikoku_DAR0021B offers..."
Namba_Dotonbori_DOR0056B,,,"中央区, 大阪【南部地区】 – 显示在地图上","Boasting a terrace, Namba_Dotonbori_DOR0056B offers accommodation in Osaka, 1."
B&C Hotel Sunplay Inn Nagahori（长堀桑布雷旅馆B&C酒店）,7.8,259条住客点评,"中央区, 大阪【心斋桥】 – 显示在地图上",B&C Hotel胶囊旅馆毗邻长堀桥地铁站（Nagahoribashi Subway...
Usagi House 1F,,,大阪【难波】 – 显示在地图上,"1.4 km from Namba CITY shopping mall, Usagi House 1F is located in the Shinsaibashi, Namba,..."
Graceful Hotel East (206-5),,,大阪【南部地区】 – 显示在地图上,"Graceful Hotel East (206-5) is set in Osaka, 1 km from Namba CITY shopping mall, 1."
日本桥民宿702 三人起接单！心斋桥 难波 道顿堀 日本桥 黑门市场 日式豪华公寓75平3房一厅,,,"中央区, 大阪【南部地区】 – 显示在地图上","1.4 km from Namba CITY shopping mall, 日本桥民宿702 三人起接单！心斋桥 难波 道顿堀 日本桥 黑门市场 日式豪华公寓75平3房一厅 is situated..."
Hotel Bali An Resort Shinsaibashi (Adult Only)（心斋桥巴厘安酒店（仅限成人））,9.2,125条住客点评,"中央区, 大阪【道顿堀】 – 显示在地图上",Hotel Bali An Resort Shinsaibashi (Adult Only)酒店位于大阪市（Osaka）的中央区（Chuo...
Apartment in Shimanouchi 201（岛之内201公寓）,,,"中央区, 大阪【南部地区】 – 显示在地图上",Apartment in Shimanouchi 201公寓位于大阪（Osaka），距离格力高广告牌（Glico Man Sign）800米，距离Namba CITY购物中心1.
Namba_Kuromon_KMR0034B,,,大阪【南部地区】 – 显示在地图上,"Namba_Kuromon_KMR0034B enjoys a location in Osaka, just 1.3 km from Tsutenkaku and 1."
Apartment in Shimanouchi 504（岛之内504号公寓）,,,"中央区, 大阪【南部地区】 – 显示在地图上",Apartment in Shimanouchi 504公寓位于大阪（Osaka），距离格力高人形广告牌（Glico Man Sign）有800米，距离难波城（Namba CITY）购物中心有1.
Tani9 Backpackers Osaka（大阪谷9背包客旅馆）,8.6,239条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上",迷人的Tani9 Backpackers Osaka旅馆于2013年6月开业，距离Tanimachi kyuchome Subway...
Apartment in Osaka 5457,,,"中央区, 大阪【难波】 – 显示在地图上","Set in Osaka, 1.2 km from Glico Man Sign, Apartment in Osaka 5457 features a living room with a TV."
6 mins walk from Nankai Namba station!! (206-11),,,大阪【南部地区】 – 显示在地图上,"In the Shinsaibashi, Namba, Yotsubashi district of Osaka, close to Namba CITY shopping mall, 6 mins..."
Apartment in Shimanouchi 01（中央01号公寓）,,,"中央区, 大阪【南部地区】 – 显示在地图上",Apartment in Chuo 01公寓位于大阪（Osaka），距离格力高广告牌（Glico Man Sign）800米，距离Namba CITY购物中心1.
CC Apartment in Osaka 61,,,大阪【南部地区】 – 显示在地图上,"Set in Osaka, 1 km from Namba CITY shopping mall and 1."
Apartment in Osaka 1361,,,大阪【难波】 – 显示在地图上,Situated 500 metres from Namba CITY shopping mall and 1.
Local stay in Namba（难波本地住宿旅馆）,7.8,7条住客点评,大阪【南部地区】 – 显示在地图上,Just 1.5 km from Namba CITY shopping mall and 1.
Oasis Daikoku one,,,大阪【南部地区】 – 显示在地图上,"Set in Osaka, 1.3 km from Tsutenkaku and 1.4 km from Shinsekai, Oasis Daikoku one offers free WiFi."
hotel puppy（大阪帕比242公寓）,,,"中央区, 大阪【道顿堀】 – 显示在地图上",Apartment in Osaka 242公寓位于大阪（Osaka），提供公寓，距离Glico Man Sign广告牌300米。 公寓配有厨房。 Apartment in Osaka...
F1 Apartment in Nipponbashi（日本桥F1公寓）,,,"中央区, 大阪【南部地区】 – 显示在地图上",F1 Apartment in Nipponbashi in Osaka公寓提供带免费WiFi的住宿，距离难波城（Namba CITY）购物中心500米，距离格力高广告牌（Glico Man...
Apartment in Shimanouchi 690（中央公寓690号）,,,"中央区, 大阪【南部地区】 – 显示在地图上",Apartment in Chuo District 2479544公寓提供位于大阪（Osaka）的住宿，距离格力高人形广告牌（Glico Man Sign）800米，距离难波城（Namba...
Shinsaibashi Grand Hotel Osaka（大阪心斋桥酒店 ）,7.7,18条住客点评,"中央区, 大阪【心斋桥】 – 显示在地图上",Shinsaibashi Grand Hotel Osaka酒店位于大阪（Osaka），距离固力果人形招牌（Glico Man...
Apartment in Shimanouchi 689（中央区689号公寓）,,,"中央区, 大阪【南部地区】 – 显示在地图上",Apartment in Chuo District 496689公寓位于大阪，距离格力高广告牌（Glico Man Sign）800米，距离难波城（Namba CITY）购物商场1.
"1 min to Doutonbori, Kuromon, 3 mins Namba ST!!3",,,"中央区, 大阪【难波】 – 显示在地图上","Boasting a terrace, 1 min to Doutonbori, Kuromon, 3 mins Namba ST!!"
Apartment in Osaka 1362,,,大阪【难波】 – 显示在地图上,"Apartment in Osaka 1362 is situated in Osaka, 500 metres from Namba CITY shopping mall, 1."
大阪麒森和宅,,,大阪【南部地区】 – 显示在地图上,"Set in Osaka, 大阪麒森和宅 provides accommodation with free WiFi, within 1.5 km of Tsutenkaku."
Hospi+ Daikoku,,,大阪【南部地区】 – 显示在地图上,"Set in Osaka, within 1.5 km of Tsutenkaku, Hospi+ Daikoku offers accommodation with free WiFi and..."
Tribe Hotel,,,"中央区, 大阪【南部地区】 – 显示在地图上",Located within 1.1 km of Glico Man Sign and 1.
HOSTEL nid NIPPONBASHI,9.5,9条住客点评,大阪【南部地区】 – 显示在地图上,HOSTEL nid NIPPONBASHI度假屋位于大阪（Osaka），提供带厨房的住宿，距离难波城（Namba CITY）购物中心700米，距离通天阁（Tsutenkaku）1.
Penthouse in Namba SI36（西心斎橋NSI36公寓）,,,"中央区, 大阪【道顿堀】 – 显示在地图上",Apartment in Nishishinsaibashi NSI36公寓位于大阪，距离格力高广告牌（Glico Man Sign）300米，距离难波城（Namba...
Yamatoya Honten Ryokan Osaka（大阪大和屋本店旅馆）,8.1,553条住客点评,"中央区, 大阪【道顿堀】 – 显示在地图上",Yamatoya Honten传统日式旅馆位于大阪（Osaka）市中心的中心地带，提供远离热闹城市的宁静休闲之地、宽敞的公共澡堂和覆盖各处的免费WiFi。...
Intersection by Move（穆夫十字路口公寓）,6.1,9条住客点评,大阪【南部地区】 – 显示在地图上,"Located in Osaka, within 1.2 km of Shitennoji, Intersection by Move offers accommodation with free..."
Rakuten STAY HOSTEL Art cafe＆Male only / Vacation STAY 1895,8.4,7条住客点评,"中央区, 大阪【心斋桥】 – 显示在地图上",Rakuten STAY HOSTEL Art cafe＆ Male dormitory room旅馆位于大阪（Osaka），距离Glico Man Sign和Namba...
Apartment in Osaka 555207,,,"中央区, 大阪【南部地区】 – 显示在地图上","Apartment in Osaka 555207 enjoys a location in Osaka, just 1."
Apollo 4 Person Apartment at Namba,9.3,21条住客点评,大阪【难波】 – 显示在地图上,Apollo 4 Person Family Apartment at Namba公寓距离难波站（Namba...
Graceful Hotel East 901 (206-6),,,大阪【南部地区】 – 显示在地图上,"Situated in Osaka, just 1 km from Namba CITY shopping mall, Graceful Hotel East 901 (206-6) features..."
Daikoku Hostel（大国旅舍）,9.1,180条住客点评,大阪【南部地区】 – 显示在地图上,Daikoku Hostel旅馆距离Daikokucho Subway...
Apartment in Osaka 1359,,,大阪【难波】 – 显示在地图上,"Apartment in Osaka 1359 offers accommodation in Osaka, 500 metres from Namba CITY shopping mall and..."
Apartment in Kozu SD62（木津MSD62公寓）,,,"中央区, 大阪【南部地区】 – 显示在地图上",Kozu MSD62公寓位于大阪（Osaka）中央区（Chuo Ward），距离格力高广告牌（Glico Man Sign）有800米，距离Nambo CITY购物中心800米，提供免费WiFi。...
Apartment in Tennoji TG-701,,,大阪【南部地区】 – 显示在地图上,"Apartment in Tennoji TG-701 in Osaka features accommodation with free WiFi, 1.3 km from Shitennoji."
Apartment in Kozu SD4（木津MSD4公寓）,,,"中央区, 大阪【南部地区】 – 显示在地图上",Nanba Hip-hop Style Apartment MSD4公寓位于大阪（Osaka），距离难波城（Namba CITY）购物中心800米，距离格力高广告牌（Glico Man...
Apartment in Osaka 8638,,,大阪【南部地区】 – 显示在地图上,"Apartment in Osaka 8638 offers accommodation in Osaka, 1.3 km from Shitennoji and 2."
Henn na Hotel Osaka Shinsaibashi,,,"中央区, 大阪【心斋桥】 – 显示在地图上",Henn na Hotel Osaka Shinsaibashi is set in Osaka.
＃14 アメニティ501,,,"中央区, 大阪【南部地区】 – 显示在地图上","Set 1.2 km from Glico Man Sign in Osaka, ＃14 アメニティ501 offers accommodation with a kitchen."
Namba_Namba_NBR0033B,,,大阪【难波】 – 显示在地图上,"Ideally situated in Shinsaibashi, Namba, Yotsubashi of Osaka, Namba_Namba_NBR0033B has a terrace and..."
Nipponbashi Luxe Hotel（日本桥奢华酒店）,8.3,427条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上",Nipponbashi Luxe Hotel酒店位于大阪（Osaka），距离Glico Man...
Near Namba hinsaibashi Dotonbori 3BR3,,,"中央区, 大阪【心斋桥】 – 显示在地图上","Located 1.7 km from Glico Man Sign, 2.3 km from Namba CITY shopping mall and 2."
Raffine Namba (Adult Only)（拉斐娜难波情趣酒店（仅限成人））,7.3,41条住客点评,大阪【难波】 – 显示在地图上,Raffine Namba（Adult Only）情趣酒店位于大阪，提供免费WiFi，距离格力高人像标志（Glico Man Sign）不到1公里，距离难波城（Namba...
Apartment in Motomachi NOB52,,,大阪【难波】 – 显示在地图上,Hideaway Secret House NOB52公寓位于大阪（Osaka），距离难波城购物中心（Namba CITY）500米，距离格力高广告牌（Glico Man...
Apartment in Osaka 1081,,,大阪【南部地区】 – 显示在地图上,"Less than 1 km from Tsutenkaku, Apartment in Osaka 1081 is set in the Shinsaibashi, Namba,..."
Hotel Umehana（梅花酒店）,,,"中央区, 大阪【南部地区】 – 显示在地图上","Set less than 1 km from Glico Man Sign, Hotel Umehana provides rooms with air conditioning in Osaka."
Apartment in Osaka 0286,,,"中央区, 大阪【南部地区】 – 显示在地图上","Apartment in Osaka 0286 enjoys a location in Osaka, just 1.4 km from Namba CITY shopping mall and 1."
Apartment in Osaka 1059,,,大阪【南部地区】 – 显示在地图上,Apartment in Osaka 1059 is a property located in Osaka near Tsutenkaku.
Namba_Dotonbori_DOR0052B,,,"中央区, 大阪【心斋桥】 – 显示在地图上","Located in Osaka, 400 metres from Glico Man Sign, Namba_Dotonbori_DOR0052B features a living room..."
Kanetoya Inn（卡内多雅宾馆）,9.4,15条住客点评,"中央区, 大阪【难波】 – 显示在地图上",Kanetoya Inn宾馆位于大阪（Osaka），提供免费WiFi，距离难波站（Namba Station）有5分钟步行路程。所有客房均禁止吸烟。客人可以搭乘南海特快列车（Nankai...
Namba_Daikoku_DOR0028B,,,大阪【南部地区】 – 显示在地图上,"Namba_Daikoku_DOR0028B in Osaka provides accommodation with free WiFi, less than 1 km from..."
Guesthouse HetoGep（海托盖普旅馆）,9.1,177条住客点评,"中央区, 大阪【难波】 – 显示在地图上",Guesthouse HetoGep旅馆位于大阪，提供共用休息室，靠近难波城（Namba CITY）购物中心和格力高人像广告牌（Glico Man Sign）等热门景点，提供免费WiFi和行李寄存处。...
Hostel Enisia Namba（难波英尼希亚旅舍）,8.9,687条住客点评,"中央区, 大阪【难波】 – 显示在地图上",Hostel Enisia Namba青年旅舍位于大阪（Osaka），距离格力高人形标志牌（Glico Man Sign）有200米，提供免费WiFi和共用休息室。附近提供难波城（Namba...
Namba_Kuromon_KMR0036B,,,大阪【南部地区】 – 显示在地图上,"Set in Osaka, 1.3 km from Tsutenkaku, 1.3 km from Shinsekai and 1."
Hotel Grand Garden (206-8),,,"中央区, 大阪【心斋桥】 – 显示在地图上",Set 1.5 km from Glico Man Sign and 2.
Apartment in Osaka 1588,,,大阪【南部地区】 – 显示在地图上,"Set less than 1 km from Tsutenkaku, an 11-minute walk from Shinsekai and 1."
PrimoPasso Tanimachi 9-chome / Vacation STAY 1002,,,"中央区, 大阪【南部地区】 – 显示在地图上","Situated 1.6 km from Shitennoji, 2 km from Namba CITY shopping mall and 2."
PrimoPasso Tanimachi 9-chome / Vacation STAY 1003,,,"中央区, 大阪【南部地区】 – 显示在地图上","PrimoPasso Tanimachi 9-chome / Vacation STAY 1003 offers accommodation in Osaka, 1."
Hotel International House Osaka（大阪国际酒店）,8.0,74条住客点评,大阪【南部地区】 – 显示在地图上,Hotel International House Osaka酒店距离大阪上本町地铁站（Osaka Uehonmachi Subway Station）(Kintetsu...
Henn na Hotel NishiShinsaibashi,,,"中央区, 大阪【心斋桥】 – 显示在地图上","Situated in Osaka, Osaka Prefecture region, Henn na Hotel NishiShinsaibashi is set 600 metres from..."
Pine Block Hotel Apartment,,,大阪【南部地区】 – 显示在地图上,"Located 1.3 km from Tsutenkaku, Pine Block Hotel Apartment is set in Shinsaibashi, Namba, Yotsubashi..."
OOKINI HOTELS Yotsubashi Horie Apartment（四桥堀江奥基尼公寓）,,,大阪【心斋桥】 – 显示在地图上,OOKINI HOTELS Yotsubashi Horie Apartment公寓位于大阪，距离格力高广告牌（Glico Man...
Lumiere Higashi Shinsaibashi #501 / Vacation STAY 1068,,,"中央区, 大阪【心斋桥】 – 显示在地图上","Lumiere Higashi Shinsaibashi #501 / Vacation STAY 1068 is set in Osaka, less than 1 km from..."
Hotel Kuramoto（仓本酒店 ）,8.5,55条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上",Hotel Kuramoto酒店提供配备了免费WiFi、榻榻米地板和日式浴衣的日式空调客房，距离Nipponbashi地铁站600米。酒店设有公共热水浴池，还提供额外收费的日本料理。 Kuramoto...
Apartment in Sennichimae 454871,,,"中央区, 大阪【难波】 – 显示在地图上","Located in Osaka, within 1.2 km of Glico Man Sign, Apartment in Sennichimae 454871 offers..."
Namba_Kuromon_KMR0035B,,,大阪【南部地区】 – 显示在地图上,"Boasting a hot tub, Namba_Kuromon_KMR0035B is set in Osaka. This property is 1."
Backstage Osaka Hostel & Bar（大阪后台旅舍及酒吧 ）,8.7,150条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上",Backstage Osaka Hostel & Bar旅舍位于大阪（Osaka）。客人可以光顾旅舍内的酒吧，或步行10分钟前往道顿堀（Dotonbori）的各种餐馆和酒吧...
6 mins walk from Nankai Namba station!! (206-10),,,大阪【南部地区】 – 显示在地图上,"Situated in Osaka, within 1 km of Namba CITY shopping mall, 6 mins walk from Nankai Namba station!!"
